Date,Value,feature_code,source,description
2023-07-24,34837.395348837206,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-07-24,560.5,MILHO_US,yahoo,Milho EUA (Futuros)
2023-07-24,928765.7790697674,PIB_BR,bcb,PIB Brasil
2023-07-24,345983.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-07-24,13.75,SELIC,bcb,Taxa Selic
2023-07-24,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-07-24,1523.25,SOJA_US,yahoo,Soja EUA (Futuros)
2023-07-25,8893.613953488371,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-07-25,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-07-25,-29103318.697674416,CDS,bcb,Brazil CDS 5Y
2023-07-25,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-07-25,0.3104651162790697,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-07-25,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-07-25,4.725500106811523,DOLAR,yahoo,Dólar/Real
2023-07-25,2220.6744186046512,ENERGIA,bcb,Energia Elétrica
2023-07-25,42731.95348837209,FRETES,bcb,Índice de Fretes
2023-07-25,6223.586046511628,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-07-25,34789.16279069767,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-07-25,557.5,MILHO_US,yahoo,Milho EUA (Futuros)
2023-07-25,929448.8325581396,PIB_BR,bcb,PIB Brasil
2023-07-25,345520.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-07-25,13.75,SELIC,bcb,Taxa Selic
2023-07-25,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-07-25,1515.5,SOJA_US,yahoo,Soja EUA (Futuros)
2023-07-26,8882.951162790698,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-07-26,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-07-26,-28859112.558139533,CDS,bcb,Brazil CDS 5Y
2023-07-26,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-07-26,0.3083720930232558,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-07-26,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-07-26,4.748899936676025,DOLAR,yahoo,Dólar/Real
2023-07-26,2223.139534883721,ENERGIA,bcb,Energia Elétrica
2023-07-26,42865.16279069767,FRETES,bcb,Índice de Fretes
2023-07-26,6325.148837209303,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-07-26,34740.93023255814,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-07-26,540.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-07-26,930131.8860465116,PIB_BR,bcb,PIB Brasil
2023-07-26,345780.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-07-26,13.75,SELIC,bcb,Taxa Selic
2023-07-26,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-07-26,1546.25,SOJA_US,yahoo,Soja EUA (Futuros)
2023-07-27,8872.288372093022,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-07-27,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-07-27,-28614906.41860465,CDS,bcb,Brazil CDS 5Y
2023-07-27,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-07-27,0.3062790697674418,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-07-27,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-07-27,4.736199855804443,DOLAR,yahoo,Dólar/Real
2023-07-27,2225.6046511627906,ENERGIA,bcb,Energia Elétrica
2023-07-27,42998.37209302325,FRETES,bcb,Índice de Fretes
2023-07-27,6426.711627906976,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-07-27,34692.6976744186,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-07-27,533.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-07-27,930814.9395348836,PIB_BR,bcb,PIB Brasil
2023-07-27,344956.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-07-27,13.75,SELIC,bcb,Taxa Selic
2023-07-27,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-07-27,1532.0,SOJA_US,yahoo,Soja EUA (Futuros)
2023-07-28,8861.625581395348,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-07-28,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-07-28,-28370700.279069766,CDS,bcb,Brazil CDS 5Y
2023-07-28,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-07-28,0.3041860465116279,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-07-28,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-07-28,4.741600036621094,DOLAR,yahoo,Dólar/Real
2023-07-28,2228.0697674418607,ENERGIA,bcb,Energia Elétrica
2023-07-28,43131.58139534884,FRETES,bcb,Índice de Fretes
2023-07-28,6528.274418604651,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-07-28,34644.46511627907,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-07-28,521.0,MILHO_US,yahoo,Milho EUA (Futuros)
2023-07-28,931497.9930232558,PIB_BR,bcb,PIB Brasil
2023-07-28,345312.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-07-28,13.75,SELIC,bcb,Taxa Selic
2023-07-28,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-07-28,1486.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-07-31,8850.962790697673,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-07-31,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-07-31,-28126494.139534883,CDS,bcb,Brazil CDS 5Y
2023-07-31,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-07-31,0.3020930232558139,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-07-31,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-07-31,4.723299980163574,DOLAR,yahoo,Dólar/Real
2023-07-31,2230.5348837209303,ENERGIA,bcb,Energia Elétrica
2023-07-31,43264.79069767442,FRETES,bcb,Índice de Fretes
2023-07-31,6629.837209302325,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-07-31,34596.232558139534,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-07-31,504.0,MILHO_US,yahoo,Milho EUA (Futuros)
2023-07-31,932181.046511628,PIB_BR,bcb,PIB Brasil
2023-07-31,345476.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-07-31,13.75,SELIC,bcb,Taxa Selic
2023-07-31,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-07-31,1445.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-01,8840.3,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-01,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-01,-27882288.0,CDS,bcb,Brazil CDS 5Y
2023-08-01,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-01,0.3,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-01,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-08-01,4.724699974060059,DOLAR,yahoo,Dólar/Real
2023-08-01,2233.0,ENERGIA,bcb,Energia Elétrica
2023-08-01,43398.0,FRETES,bcb,Índice de Fretes
2023-08-01,6731.4,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-01,34548.0,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-01,497.0,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-01,932864.1,PIB_BR,bcb,PIB Brasil
2023-08-01,344235.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-01,13.75,SELIC,bcb,Taxa Selic
2023-08-01,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-01,1446.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-02,8824.46956521739,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-02,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-02,-27822565.217391305,CDS,bcb,Brazil CDS 5Y
2023-08-02,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-02,0.3082608695652173,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-02,0.050788,DI_FUTURO,bcb,Taxa DI-Over
2023-08-02,4.791999816894531,DOLAR,yahoo,Dólar/Real
2023-08-02,2229.391304347826,ENERGIA,bcb,Energia Elétrica
2023-08-02,43326.391304347824,FRETES,bcb,Índice de Fretes
2023-08-02,6688.817391304347,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-02,34238.95652173913,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-02,488.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-02,932142.7652173912,PIB_BR,bcb,PIB Brasil
2023-08-02,343620.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-02,13.75,SELIC,bcb,Taxa Selic
2023-08-02,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-02,1429.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-03,8808.639130434782,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-03,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-03,-27762842.43478261,CDS,bcb,Brazil CDS 5Y
2023-08-03,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-03,0.3165217391304348,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-03,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-03,4.810400009155273,DOLAR,yahoo,Dólar/Real
2023-08-03,2225.782608695652,ENERGIA,bcb,Energia Elétrica
2023-08-03,43254.782608695656,FRETES,bcb,Índice de Fretes
2023-08-03,6646.234782608695,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-03,33929.913043478264,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-03,480.75,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-03,931421.4304347826,PIB_BR,bcb,PIB Brasil
2023-08-03,343559.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-03,13.25,SELIC,bcb,Taxa Selic
2023-08-03,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-03,1428.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-04,8792.808695652173,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-04,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-04,-27703119.65217392,CDS,bcb,Brazil CDS 5Y
2023-08-04,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-04,0.3247826086956522,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-04,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-04,4.916399955749512,DOLAR,yahoo,Dólar/Real
2023-08-04,2222.1739130434785,ENERGIA,bcb,Energia Elétrica
2023-08-04,43183.17391304348,FRETES,bcb,Índice de Fretes
2023-08-04,6603.652173913043,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-04,33620.86956521739,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-04,484.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-04,930700.095652174,PIB_BR,bcb,PIB Brasil
2023-08-04,344439.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-04,13.25,SELIC,bcb,Taxa Selic
2023-08-04,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-04,1444.0,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-07,8776.978260869564,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-07,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-07,-27643396.86956522,CDS,bcb,Brazil CDS 5Y
2023-08-07,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-07,0.3330434782608695,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-07,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-07,4.88539981842041,DOLAR,yahoo,Dólar/Real
2023-08-07,2218.5652173913045,ENERGIA,bcb,Energia Elétrica
2023-08-07,43111.5652173913,FRETES,bcb,Índice de Fretes
2023-08-07,6561.069565217391,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-07,33311.82608695652,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-07,482.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-07,929978.7608695652,PIB_BR,bcb,PIB Brasil
2023-08-07,344661.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-07,13.25,SELIC,bcb,Taxa Selic
2023-08-07,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-07,1414.5,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-08,8761.147826086955,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-08,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-08,-27583674.086956523,CDS,bcb,Brazil CDS 5Y
2023-08-08,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-08,0.3413043478260869,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-08,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-08,4.89900016784668,DOLAR,yahoo,Dólar/Real
2023-08-08,2214.9565217391305,ENERGIA,bcb,Energia Elétrica
2023-08-08,43039.95652173913,FRETES,bcb,Índice de Fretes
2023-08-08,6518.486956521739,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-08,33002.782608695656,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-08,485.75,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-08,929257.4260869564,PIB_BR,bcb,PIB Brasil
2023-08-08,344855.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-08,13.25,SELIC,bcb,Taxa Selic
2023-08-08,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-08,1430.0,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-09,8745.317391304348,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-09,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-09,-27523951.304347824,CDS,bcb,Brazil CDS 5Y
2023-08-09,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-09,0.3495652173913043,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-09,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-09,4.898600101470947,DOLAR,yahoo,Dólar/Real
2023-08-09,2211.3478260869565,ENERGIA,bcb,Energia Elétrica
2023-08-09,42968.34782608696,FRETES,bcb,Índice de Fretes
2023-08-09,6475.904347826086,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-09,32693.739130434784,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-09,481.0,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-09,928536.091304348,PIB_BR,bcb,PIB Brasil
2023-08-09,344977.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-09,13.25,SELIC,bcb,Taxa Selic
2023-08-09,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-09,1431.5,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-10,8729.48695652174,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-10,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-10,-27464228.52173913,CDS,bcb,Brazil CDS 5Y
2023-08-10,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-10,0.3578260869565217,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-10,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-10,4.901700019836426,DOLAR,yahoo,Dólar/Real
2023-08-10,2207.7391304347825,ENERGIA,bcb,Energia Elétrica
2023-08-10,42896.739130434784,FRETES,bcb,Índice de Fretes
2023-08-10,6433.321739130434,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-10,32384.695652173912,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-10,483.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-10,927814.7565217392,PIB_BR,bcb,PIB Brasil
2023-08-10,344735.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-10,13.25,SELIC,bcb,Taxa Selic
2023-08-10,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-10,1412.0,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-11,8713.65652173913,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-11,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-11,-27404505.73913044,CDS,bcb,Brazil CDS 5Y
2023-08-11,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-11,0.3660869565217391,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-11,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-11,4.891499996185303,DOLAR,yahoo,Dólar/Real
2023-08-11,2204.1304347826085,ENERGIA,bcb,Energia Elétrica
2023-08-11,42825.13043478261,FRETES,bcb,Índice de Fretes
2023-08-11,6390.739130434782,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-11,32075.652173913044,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-11,474.5,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-11,927093.4217391304,PIB_BR,bcb,PIB Brasil
2023-08-11,343501.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-11,13.25,SELIC,bcb,Taxa Selic
2023-08-11,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-11,1401.25,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-14,8697.826086956522,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-14,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-14,-27344782.95652174,CDS,bcb,Brazil CDS 5Y
2023-08-14,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-14,0.3743478260869565,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-14,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-14,4.910999774932861,DOLAR,yahoo,Dólar/Real
2023-08-14,2200.521739130435,ENERGIA,bcb,Energia Elétrica
2023-08-14,42753.52173913043,FRETES,bcb,Índice de Fretes
2023-08-14,6348.15652173913,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-14,31766.608695652176,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-14,475.75,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-14,926372.0869565216,PIB_BR,bcb,PIB Brasil
2023-08-14,342863.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-14,13.25,SELIC,bcb,Taxa Selic
2023-08-14,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-14,1391.0,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-15,8681.995652173913,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-15,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-15,-27285060.173913043,CDS,bcb,Brazil CDS 5Y
2023-08-15,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-15,0.3826086956521739,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-15,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-15,4.962100028991699,DOLAR,yahoo,Dólar/Real
2023-08-15,2196.913043478261,ENERGIA,bcb,Energia Elétrica
2023-08-15,42681.91304347826,FRETES,bcb,Índice de Fretes
2023-08-15,6305.573913043478,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-15,31457.565217391304,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-15,464.0,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-15,925650.7521739132,PIB_BR,bcb,PIB Brasil
2023-08-15,342746.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-15,13.25,SELIC,bcb,Taxa Selic
2023-08-15,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-15,1323.25,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-16,8666.165217391304,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-16,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-16,-27225337.391304348,CDS,bcb,Brazil CDS 5Y
2023-08-16,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-16,0.3908695652173913,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-16,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-16,4.983200073242188,DOLAR,yahoo,Dólar/Real
2023-08-16,2193.304347826087,ENERGIA,bcb,Energia Elétrica
2023-08-16,42610.30434782609,FRETES,bcb,Índice de Fretes
2023-08-16,6262.991304347826,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-16,31148.52173913044,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-16,469.5,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-16,924929.4173913044,PIB_BR,bcb,PIB Brasil
2023-08-16,342386.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-16,13.25,SELIC,bcb,Taxa Selic
2023-08-16,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-16,1334.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-17,8650.334782608696,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-17,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-17,-27165614.60869565,CDS,bcb,Brazil CDS 5Y
2023-08-17,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-17,0.3991304347826087,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-17,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-17,4.9868998527526855,DOLAR,yahoo,Dólar/Real
2023-08-17,2189.695652173913,ENERGIA,bcb,Energia Elétrica
2023-08-17,42538.69565217391,FRETES,bcb,Índice de Fretes
2023-08-17,6220.408695652174,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-17,30839.478260869564,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-17,473.0,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-17,924208.0826086956,PIB_BR,bcb,PIB Brasil
2023-08-17,341755.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-17,13.25,SELIC,bcb,Taxa Selic
2023-08-17,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-17,1336.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-18,8634.504347826087,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-18,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-18,-27105891.82608696,CDS,bcb,Brazil CDS 5Y
2023-08-18,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-18,0.407391304347826,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-18,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-18,4.975500106811523,DOLAR,yahoo,Dólar/Real
2023-08-18,2186.086956521739,ENERGIA,bcb,Energia Elétrica
2023-08-18,42467.086956521736,FRETES,bcb,Índice de Fretes
2023-08-18,6177.826086956522,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-18,30530.434782608696,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-18,479.5,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-18,923486.7478260868,PIB_BR,bcb,PIB Brasil
2023-08-18,342257.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-18,13.25,SELIC,bcb,Taxa Selic
2023-08-18,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-18,1362.75,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-21,8618.673913043478,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-21,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-21,-27046169.04347826,CDS,bcb,Brazil CDS 5Y
2023-08-21,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-21,0.4156521739130434,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-21,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-21,4.966899871826172,DOLAR,yahoo,Dólar/Real
2023-08-21,2182.478260869565,ENERGIA,bcb,Energia Elétrica
2023-08-21,42395.47826086957,FRETES,bcb,Índice de Fretes
2023-08-21,6135.24347826087,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-21,30221.391304347824,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-21,469.25,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-21,922765.4130434784,PIB_BR,bcb,PIB Brasil
2023-08-21,341540.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-21,13.25,SELIC,bcb,Taxa Selic
2023-08-21,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-21,1370.0,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-22,8602.84347826087,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-22,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
2023-08-22,-26986446.260869566,CDS,bcb,Brazil CDS 5Y
2023-08-22,48972.69,CUSTO_LOGISTICA,bcb,Custo Logístico
2023-08-22,0.4239130434782608,DIVIDA_PUBLICA,bcb,Dívida Pública
2023-08-22,0.049037,DI_FUTURO,bcb,Taxa DI-Over
2023-08-22,4.978700160980225,DOLAR,yahoo,Dólar/Real
2023-08-22,2178.8695652173915,ENERGIA,bcb,Energia Elétrica
2023-08-22,42323.86956521739,FRETES,bcb,Índice de Fretes
2023-08-22,6092.660869565218,INVESTIMENTO_ESTRANGEIRO,bcb,Investimento Estrangeiro
2023-08-22,29912.34782608696,MILHO_BR,bcb,Milho Brasil - Preço Médio Atacado
2023-08-22,466.5,MILHO_US,yahoo,Milho EUA (Futuros)
2023-08-22,922044.0782608696,PIB_BR,bcb,PIB Brasil
2023-08-22,341522.0,RESERVAS_INTERNACIONAIS,bcb,Reservas Internacionais
2023-08-22,13.25,SELIC,bcb,Taxa Selic
2023-08-22,78761.0,SOJA_BR,bcb,Soja Brasil - Preço Médio Atacado
2023-08-22,1351.5,SOJA_US,yahoo,Soja EUA (Futuros)
2023-08-23,8587.01304347826,BALANCA_COMERCIAL,bcb,Balança Comercial
2023-08-23,210104.0,BALTIC_DRY,bcb,Baltic Dry Index
